"AnswerCorrectness","AnswerRelevancy","Faithfulness","ContextRelevance","ContextRecall"
0.7350562504174307,0.28887266686716834,1.0,1.0,0.0
0.38419690461031364,0.3064306058484146,1.0,1.0,1.0
0.7156514386340924,0.3440806661811561,1.0,1.0,1.0
0.07541184729736022,0.0,0.0,0.25,0.0
0.5490322754594132,0.38288108994697767,1.0,1.0,1.0
0.6823325710570802,0.28680335691667086,1.0,1.0,1.0
0.9650743308061288,0.30235908698460534,1.0,1.0,1.0
0.9375519834253898,0.1982935094743132,1.0,1.0,1.0
0.6931921701407381,0.4593108318816108,0.8333333333333334,1.0,1.0
0.6506995483303237,0.4361074274771452,0.0,1.0,0.0
0.5640544087574252,0.2477039105208286,1.0,1.0,1.0
0.7158703240950236,0.7135379404608332,0.7142857142857143,1.0,1.0
0.8562608594725603,0.33646285263048287,1.0,1.0,0.6666666666666666
0.43112208449761064,0.3351423425182865,1.0,1.0,0.6
0.5315955215959037,0.5484301839666476,0.75,1.0,0.875
0.3563211280676733,0.35298329217816327,1.0,1.0,1.0
0.7224740490512567,0.4960969203494938,1.0,1.0,0.5
0.944399305412998,0.5161064547773372,1.0,1.0,0.75
0.7440165822045739,0.49383992659181225,1.0,1.0,1.0
0.7975360905710634,0.41480536743994817,1.0,1.0,0.75
0.642002746530909,0.3005963878841315,1.0,1.0,0.5
0.9621173413770651,0.36227777427227853,1.0,1.0,1.0
0.6001672644861564,0.23177249597989932,0.6,1.0,1.0
0.6165276542284011,0.49864896076213044,1.0,1.0,1.0
0.650326365192631,0.49159429640603086,1.0,1.0,0.5714285714285714
0.3508992649820343,0.5552135410798746,1.0,1.0,0.6666666666666666
0.9674953833031307,0.21977105360389704,1.0,1.0,1.0
0.7243836619946569,0.35424996758392796,1.0,1.0,0.5833333333333334
0.765206164575708,0.31447557884289945,1.0,1.0,0.8333333333333334
0.8118571526044119,0.2589358066829925,0.8888888888888888,1.0,0.8181818181818182
0.3045688994378596,0.4671619556863344,0.9285714285714286,1.0,0.3333333333333333
0.6501518678515368,0.1480982670162834,0.6666666666666666,1.0,0.0
0.6285233793057692,0.42813718921991056,1.0,1.0,1.0
0.40996565946114794,0.5856261417896483,0.45454545454545453,0.25,1.0
0.7943586931224327,0.3881028944940071,0.88,1.0,1.0
